index,provinceEnglishName,province_confirmedCount,province_curedCount,province_deadCount,updateTime
1878,Jiangxi,934,555,1,2020/2/22
1879,Guangxi,249,104,2,2020/2/22
1880,Yunnan,174,107,2,2020/2/22
1881,Liaoning,121,66,1,2020/2/22
1882,Beijing,399,178,4,2020/2/22
1883,Guizhou,146,90,2,2020/2/22
1884,Chongqing,572,316,6,2020/2/22
1885,Hunan,1011,661,4,2020/2/21
1886,Gansu,91,76,2,2020/2/21
1887,Xinjiang,76,24,1,2020/2/21
1888,Henan,1267,736,19,2020/2/21
1889,Hubei,62662,11881,2144,2020/2/21
1890,Sichuan,525,231,3,2020/2/21
1891,Hebei,308,184,5,2020/2/21
1892,Guizhou,146,77,2,2020/2/21
1893,Tianjin,132,62,3,2020/2/21
1894,Heilongjiang,479,175,12,2020/2/21
1895,Jiangsu,631,373,0,2020/2/21
1896,Guangxi,246,97,2,2020/2/21
1897,Fujian,293,149,1,2020/2/21
1898,Shaanxi,245,134,1,2020/2/21
1899,Zhejiang,1203,679,1,2020/2/21
1900,Shandong,749,281,4,2020/2/21
1901,Guangdong,1333,690,5,2020/2/21
1902,Anhui,988,539,6,2020/2/21
1903,Hainan,168,95,4,2020/2/21
1904,Jilin,91,45,1,2020/2/21
1905,Neimenggu,75,17,0,2020/2/21
1906,Taiwan,26,2,1,2020/2/21
1907,Ningxia,71,48,0,2020/2/21
1908,Yunnan,174,96,2,2020/2/21
1909,Shanghai,334,211,2,2020/2/21
1910,Qinghai,18,18,0,2020/2/21
1911,Hong Kong,68,5,2,2020/2/21
1912,Liaoning,121,61,1,2020/2/21
1913,Jiangxi,934,489,1,2020/2/21
1914,Beijing,396,169,4,2020/2/21
1915,Chongqing,567,299,6,2020/2/21
1916,Shanxi,132,76,0,2020/2/21
1917,Hubei,62031,10521,2029,2020/2/20
1918,Gansu,91,71,2,2020/2/20
1919,Henan,1265,637,19,2020/2/20
1920,Xinjiang,76,22,1,2020/2/20
1921,Tianjin,131,59,3,2020/2/20
1922,Jiangsu,631,356,0,2020/2/20
1923,Neimenggu,75,16,0,2020/2/20
1924,Fujian,293,126,1,2020/2/20
1925,Guangdong,1332,642,5,2020/2/20
1926,Zhejiang,1175,633,1,2020/2/20
1927,Hunan,1010,634,4,2020/2/20
1928,Shandong,546,254,4,2020/2/20
1929,Hebei,307,169,5,2020/2/20
1930,Hainan,168,86,4,2020/2/20
1931,Anhui,987,474,6,2020/2/20
1932,Sichuan,520,217,3,2020/2/20
1933,Shaanxi,245,118,1,2020/2/20
1934,Hong Kong,67,6,2,2020/2/20
1935,Heilongjiang,476,136,12,2020/2/20
1936,Guangxi,245,90,2,2020/2/20
1937,Guizhou,146,72,2,2020/2/20
1938,Jilin,91,43,1,2020/2/20
1939,Shanxi,131,73,0,2020/2/20
1940,Liaoning,121,59,1,2020/2/20
1941,Shanghai,334,199,2,2020/2/20
1942,Yunnan,173,79,1,2020/2/20
1943,Jiangxi,934,433,1,2020/2/20
1944,Ningxia,71,44,0,2020/2/20
1945,Taiwan,24,2,1,2020/2/20
1946,Macau,10,6,0,2020/2/20
1947,Beijing,395,153,4,2020/2/20
1948,Chongqing,560,274,5,2020/2/20
1949,Anhui,986,413,6,2020/2/19
1950,Hubei,61682,9336,1921,2020/2/19
1951,Sichuan,514,188,3,2020/2/19
1952,Gansu,91,65,2,2020/2/19
1953,Hebei,306,152,4,2020/2/19
1954,Shanxi,131,63,0,2020/2/19
1955,Tianjin,130,54,3,2020/2/19
1956,Henan,1262,573,19,2020/2/19
1957,Jiangsu,631,318,0,2020/2/19
1958,Hong Kong,63,5,2,2020/2/19
1959,Shandong,544,231,3,2020/2/19
1960,Fujian,293,112,0,2020/2/19
1961,Zhejiang,1174,604,0,2020/2/19
1962,Hunan,1008,561,4,2020/2/19
1963,Heilongjiang,470,120,12,2020/2/19
1964,Neimenggu,75,10,0,2020/2/19
1965,Guizhou,146,70,2,2020/2/19
1966,Guangdong,1331,606,5,2020/2/19
1967,Shaanxi,242,102,0,2020/2/19
1968,Hainan,163,84,4,2020/2/19
1969,Guangxi,244,86,2,2020/2/19
1970,Taiwan,23,2,1,2020/2/19
1971,Xinjiang,76,20,1,2020/2/19
1972,Jilin,90,37,1,2020/2/19
1973,Yunnan,173,60,1,2020/2/19
1974,Shanghai,333,186,2,2020/2/19
1975,Qinghai,18,16,0,2020/2/19
1976,Beijing,393,147,4,2020/2/19
1977,Ningxia,71,42,0,2020/2/19
1978,Liaoning,121,55,1,2020/2/19
1979,Jiangxi,934,362,1,2020/2/19
1980,Chongqing,555,254,5,2020/2/19
1981,Gansu,91,62,2,2020/2/18
1982,Shanxi,130,60,0,2020/2/18
1983,Henan,1257,522,19,2020/2/18
1984,Shaanxi,240,89,0,2020/2/18
1985,Tianjin,128,48,3,2020/2/18
1986,Guangdong,1328,565,4,2020/2/18
1987,Anhui,982,361,6,2020/2/18
1988,Hunan,1007,527,4,2020/2/18
1989,Hebei,302,136,4,2020/2/18
1990,Hong Kong,62,2,1,2020/2/18
1991,Guizhou,146,66,2,2020/2/18
1992,Liaoning,121,53,1,2020/2/18
1993,Jiangsu,629,280,0,2020/2/18
1994,Sichuan,508,169,3,2020/2/18
1995,Guangxi,242,69,2,2020/2/18
1996,Zhejiang,1172,535,0,2020/2/18
1997,Shandong,543,211,3,2020/2/18
1998,Hubei,59989,7943,1789,2020/2/18
1999,Heilongjiang,464,111,11,2020/2/18
2000,Hainan,163,79,4,2020/2/18
2001,Ningxia,70,42,0,2020/2/18
2002,Shanghai,333,177,1,2020/2/18
2003,Fujian,292,93,0,2020/2/18
2004,Yunnan,172,57,0,2020/2/18
2005,Chongqing,553,235,5,2020/2/18
2006,Jilin,89,36,1,2020/2/18
2007,Qinghai,18,15,0,2020/2/18
2008,Beijing,387,122,4,2020/2/18
2009,Neimenggu,73,8,0,2020/2/18
2010,Jiangxi,933,310,1,2020/2/18
2011,Xinjiang,76,12,1,2020/2/18
2012,Taiwan,22,2,1,2020/2/17
2013,Henan,1246,509,16,2020/2/17
2014,Gansu,91,58,2,2020/2/17
2015,Chongqing,552,214,5,2020/2/17
2016,Sichuan,495,156,3,2020/2/17
2017,Hebei,301,122,3,2020/2/17
2018,Guangdong,1322,524,4,2020/2/17
2019,Tianjin,125,46,3,2020/2/17
2020,Hubei,58182,6693,1696,2020/2/17
2021,Hunan,1006,498,3,2020/2/17
2022,Shaanxi,240,79,0,2020/2/17
2023,Shanxi,129,51,0,2020/2/17
2024,Hong Kong,58,2,1,2020/2/17
2025,Zhejiang,1171,507,0,2020/2/17
2026,Liaoning,121,43,1,2020/2/17
2027,Guizhou,146,57,1,2020/2/17
2028,Shandong,541,191,2,2020/2/17
2029,Hainan,163,59,4,2020/2/17
2030,Jilin,89,34,1,2020/2/17
2031,Ningxia,70,35,0,2020/2/17
2032,Jiangsu,626,258,0,2020/2/17
2033,Fujian,290,90,0,2020/2/17
2034,Guangxi,238,53,2,2020/2/17
2035,Yunnan,171,47,0,2020/2/17
2036,Anhui,973,280,6,2020/2/17
2037,Heilongjiang,457,85,11,2020/2/17
2038,Shanghai,332,161,1,2020/2/17
2039,Neimenggu,72,8,0,2020/2/17
2040,Xinjiang,75,12,1,2020/2/17
2041,Jiangxi,930,275,1,2020/2/17
2042,Beijing,381,114,4,2020/2/17
2043,Henan,1231,440,13,2020/2/16
2044,Heilongjiang,445,79,11,2020/2/16
2045,Shaanxi,236,71,0,2020/2/16
2046,Gansu,90,54,2,2020/2/16
2047,Shanxi,128,49,0,2020/2/16
2048,Hunan,1004,464,3,2020/2/16
2049,Tianjin,124,45,3,2020/2/16
2050,Guangdong,1316,465,2,2020/2/16
2051,Shandong,537,173,2,2020/2/16
2052,Fujian,287,82,0,2020/2/16
2053,Hebei,300,105,3,2020/2/16
2054,Guangxi,237,49,2,2020/2/16
2055,Hainan,162,52,4,2020/2/16
2056,Liaoning,121,40,1,2020/2/16
2057,Macau,10,5,0,2020/2/16
2058,Hubei,56249,5666,1596,2020/2/16
2059,Taiwan,20,2,1,2020/2/16
2060,Jiangxi,925,240,1,2020/2/16
2061,Sichuan,481,131,3,2020/2/16
2062,Beijing,380,108,4,2020/2/16
2063,Jilin,89,30,1,2020/2/16
2064,Hong Kong,57,2,1,2020/2/16
2065,Yunnan,171,42,0,2020/2/16
2066,Zhejiang,1167,456,0,2020/2/16
2067,Jiangsu,617,218,0,2020/2/16
2068,Guizhou,144,46,1,2020/2/16
2069,Anhui,962,255,6,2020/2/16
2070,Neimenggu,70,8,0,2020/2/16
2071,Xinjiang,71,12,1,2020/2/16
2072,Chongqing,547,187,5,2020/2/16
2073,Shanghai,328,140,1,2020/2/16
2074,Shanghai,326,124,1,2020/2/15
2075,Hubei,54406,4821,1457,2020/2/15
2076,Guizhou,143,41,1,2020/2/15
2077,Guangdong,1294,410,2,2020/2/15
2078,Neimenggu,68,7,0,2020/2/15
2079,Tianjin,122,37,3,2020/2/15
2080,Hunan,1001,425,2,2020/2/15
2081,Fujian,285,71,0,2020/2/15
2082,Hebei,291,101,3,2020/2/15
2083,Henan,1212,391,13,2020/2/15
2084,Anhui,950,221,6,2020/2/15
2085,Jiangsu,604,186,0,2020/2/15
2086,Shaanxi,232,60,0,2020/2/15
2087,Jilin,88,26,1,2020/2/15
2088,Gansu,90,49,2,2020/2/15
2089,Chongqing,538,184,5,2020/2/15
2090,Heilongjiang,425,68,11,2020/2/15
2091,Zhejiang,1162,428,0,2020/2/15
2092,Shandong,532,156,2,2020/2/15
2093,Hainan,162,39,4,2020/2/15
2094,Beijing,375,98,4,2020/2/15
2095,Liaoning,119,31,1,2020/2/15
2096,Xinjiang,70,10,1,2020/2/15
2097,Sichuan,470,119,1,2020/2/15
2098,Ningxia,70,33,0,2020/2/15
2099,Qinghai,18,13,0,2020/2/15
2100,Guangxi,235,44,2,2020/2/15
2101,Yunnan,168,42,0,2020/2/15
2102,Shanxi,127,42,0,2020/2/15
2103,Jiangxi,913,210,1,2020/2/15
2104,Guangxi,226,36,2,2020/2/14
2105,Hainan,159,43,4,2020/2/14
2106,Liaoning,119,29,1,2020/2/14
2107,Zhejiang,1155,403,0,2020/2/14
2108,Heilongjiang,419,47,11,2020/2/14
2109,Guangdong,1261,362,2,2020/2/14
2110,Henan,1184,357,11,2020/2/14
2111,Anhui,934,193,6,2020/2/14
2112,Shaanxi,230,54,0,2020/2/14
2113,Yunnan,162,36,0,2020/2/14
2114,Shandong,523,136,2,2020/2/14
2115,Sichuan,463,114,1,2020/2/14
2116,Fujian,281,63,0,2020/2/14
2117,Hebei,283,87,3,2020/2/14
2118,Tianjin,120,31,3,2020/2/14
2119,Hubei,51986,3900,1318,2020/2/14
2120,Jiangsu,593,157,0,2020/2/14
2121,Hunan,988,364,2,2020/2/14
2122,Hong Kong,56,1,1,2020/2/14
2123,Chongqing,532,139,5,2020/2/14
2124,Beijing,372,80,3,2020/2/14
2125,Shanxi,126,38,0,2020/2/14
2126,Shanghai,318,90,1,2020/2/14
2127,Taiwan,18,2,0,2020/2/14
2128,Neimenggu,65,6,0,2020/2/14
2129,Guizhou,140,28,1,2020/2/14
2130,Ningxia,67,24,0,2020/2/14
2131,Jiangxi,900,187,1,2020/2/14
2132,Xinjiang,65,6,1,2020/2/14
2133,Jilin,86,25,1,2020/2/14
2134,Gansu,90,39,2,2020/2/13
2135,Xinjiang,63,6,1,2020/2/13
2136,Hong Kong,53,1,1,2020/2/13
2137,Henan,1169,296,10,2020/2/13
2138,Liaoning,117,22,1,2020/2/13
2139,Hubei,48206,3459,1310,2020/2/13
2140,Zhejiang,1145,360,0,2020/2/13
2141,Chongqing,525,128,3,2020/2/13
2142,Beijing,366,69,3,2020/2/13
2143,Macao,10,3,0,2020/2/13
2144,Guangdong,1241,314,2,2020/2/13
2145,Anhui,910,157,5,2020/2/13
2146,Shandong,509,105,2,2020/2/13
2147,Sichuan,451,104,1,2020/2/13
2148,Jilin,84,24,1,2020/2/13
2149,Jiangxi,872,170,1,2020/2/13
2150,Hunan,968,339,2,2020/2/13
2151,Jiangsu,570,139,0,2020/2/13
2152,Heilongjiang,395,33,9,2020/2/13
2153,Shanghai,315,62,1,2020/2/13
2154,Hebei,265,68,3,2020/2/13
2155,Guangxi,222,33,2,2020/2/13
2156,Shaanxi,229,46,0,2020/2/13
2157,Yunnan,156,27,0,2020/2/13
2158,Hainan,157,30,4,2020/2/13
2159,Guizhou,135,27,1,2020/2/13
2160,Tianjin,117,21,3,2020/2/13
2161,Shanxi,126,33,0,2020/2/13
2162,Neimenggu,61,6,0,2020/2/13
2163,Fujian,279,57,0,2020/2/13
2164,Qinghai,18,11,0,2020/2/13
2165,Ningxia,64,24,0,2020/2/13
2166,Taiwan,18,1,0,2020/2/13
2167,Xizang,1,1,0,2020/2/13
2168,Guangxi,222,32,1,2020/2/12
2169,Tianjin,112,11,2,2020/2/12
2170,Gansu,86,29,2,2020/2/12
2171,Hubei,33366,2686,1068,2020/2/12
2172,Henan,1135,246,8,2020/2/12
2173,Jiangsu,543,125,0,2020/2/12
2174,Heilongjiang,378,31,8,2020/2/12
2175,Yunnan,154,26,0,2020/2/12
2176,Jilin,83,22,1,2020/2/12
2177,Liaoning,116,20,1,2020/2/12
2178,Hunan,946,304,2,2020/2/12
2179,Sichuan,436,92,1,2020/2/12
2180,Guangdong,1219,275,1,2020/2/12
2181,Fujian,272,53,0,2020/2/12
2182,Shandong,497,92,2,2020/2/12
2183,Hebei,251,54,2,2020/2/12
2184,Shaanxi,225,43,0,2020/2/12
2185,Neimenggu,60,6,0,2020/2/12
2186,Ningxia,58,24,0,2020/2/12
2187,Zhejiang,1131,321,0,2020/2/12
2188,Anhui,889,127,4,2020/2/12
2189,Shanxi,124,33,0,2020/2/12
2190,Macao,10,2,0,2020/2/12
2191,Hong Kong,50,1,1,2020/2/12
2192,Guizhou,133,18,1,2020/2/12
2193,Hainan,157,27,3,2020/2/12
2194,Chongqing,509,87,3,2020/2/12
2195,Shanghai,311,57,1,2020/2/12
2196,Qinghai,18,9,0,2020/2/12
2197,Xizang,1,1,0,2020/2/12
2198,Beijing,352,56,3,2020/2/12
2199,Xinjiang,59,3,0,2020/2/12
2200,Jiangxi,844,152,1,2020/2/12
2201,Guangxi,215,33,1,2020/2/11
2202,Gansu,86,24,2,2020/2/11
2203,Hainan,144,20,3,2020/2/11
2204,Tianjin,105,10,2,2020/2/11
2205,Hubei,31728,2310,974,2020/2/11
2206,Guangdong,1177,212,1,2020/2/11
2207,Henan,1105,218,7,2020/2/11
2208,Jiangxi,804,128,1,2020/2/11
2209,Fujian,267,45,0,2020/2/11
2210,Guizhou,127,17,1,2020/2/11
2211,Zhejiang,1117,270,0,2020/2/11
2212,Hunan,912,247,1,2020/2/11
2213,Shanxi,122,30,0,2020/2/11
2214,Liaoning,111,19,0,2020/2/11
2215,Shandong,487,80,1,2020/2/11
2216,Sichuan,417,85,1,2020/2/11
2217,Heilongjiang,360,28,8,2020/2/11
2218,Hebei,239,48,2,2020/2/11
2219,Qinghai,18,5,0,2020/2/11
2220,Ningxia,53,22,0,2020/2/11
2221,Hong Kong,49,0,1,2020/2/11
2222,Anhui,860,105,4,2020/2/11
2223,Yunnan,153,20,0,2020/2/11
2224,Xinjiang,55,3,0,2020/2/11
2225,Chongqing,489,72,2,2020/2/11
2226,Jiangsu,515,93,0,2020/2/11
2227,Jilin,81,18,1,2020/2/11
2228,Shanghai,303,52,1,2020/2/11
2229,Shaanxi,219,32,0,2020/2/11
2230,Beijing,342,48,3,2020/2/11
2231,Tianjin,95,8,1,2020/2/10
2232,Zhejiang,1092,242,0,2020/2/10
2233,Jilin,80,13,1,2020/2/10
2234,Guangxi,210,24,1,2020/2/10
2235,Fujian,261,39,0,2020/2/10
2236,Jiangsu,492,81,0,2020/2/10
2237,Liaoning,108,13,0,2020/2/10
2238,Jiangxi,771,105,1,2020/2/10
2239,Hunan,879,208,1,2020/2/10
2240,Henan,1073,191,6,2020/2/10
2241,Guangdong,1159,167,1,2020/2/10
2242,Hubei,29631,1854,871,2020/2/10
2243,Shaanxi,213,30,0,2020/2/10
2244,Chongqing,473,66,2,2020/2/10
2245,Guizhou,109,10,1,2020/2/10
2246,Hong Kong,38,0,1,2020/2/10
2247,Sichuan,405,80,1,2020/2/10
2248,Hebei,218,41,2,2020/2/10
2249,Yunnan,149,19,0,2020/2/10
2250,Shandong,466,66,1,2020/2/10
2251,Hainan,138,19,3,2020/2/10
2252,Heilongjiang,331,30,7,2020/2/10
2253,Anhui,830,88,3,2020/2/10
2254,Gansu,83,17,2,2020/2/10
2255,Shanghai,299,48,1,2020/2/10
2256,Neimenggu,58,5,0,2020/2/10
2257,Beijing,337,44,2,2020/2/10
2258,Ningxia,49,13,0,2020/2/10
2259,Xinjiang,49,0,0,2020/2/10
2260,Shanxi,119,25,0,2020/2/10
2261,Guangdong,1131,141,1,2020/2/9
2262,Shandong,444,63,1,2020/2/9
2263,Hainan,131,19,3,2020/2/9
2264,Hebei,206,34,2,2020/2/9
2265,Sichuan,386,71,1,2020/2/9
2266,Hunan,838,186,1,2020/2/9
2267,Liaoning,107,12,0,2020/2/9
2268,Chongqing,450,50,2,2020/2/9
2269,Zhejiang,1075,201,0,2020/2/9
2270,Gansu,79,15,1,2020/2/9
2271,Shanghai,293,44,1,2020/2/9
2272,Henan,1033,153,6,2020/2/9
2273,Hubei,27100,1480,780,2020/2/9
2274,Jiangxi,740,74,0,2020/2/9
2275,Jiangsu,468,71,0,2020/2/9
2276,Guizhou,99,7,1,2020/2/9
2277,Hong Kong,29,0,1,2020/2/9
2278,Anhui,779,72,1,2020/2/9
2279,Taiwan,18,1,0,2020/2/9
2280,Fujian,250,35,0,2020/2/9
2281,Shanxi,115,22,0,2020/2/9
2282,Jilin,78,12,1,2020/2/9
2283,Yunnan,141,18,0,2020/2/9
2284,Heilongjiang,307,14,6,2020/2/9
2285,Tianjin,90,4,1,2020/2/9
2286,Beijing,326,37,2,2020/2/9
2287,Shaanxi,208,25,0,2020/2/9
2288,Neimenggu,54,5,0,2020/2/9
2289,Ningxia,45,13,0,2020/2/9
2290,Guangxi,195,18,1,2020/2/9
2291,Xinjiang,45,0,0,2020/2/9
2292,Sichuan,364,60,1,2020/2/8
2293,Gansu,79,12,1,2020/2/8
2294,Henan,981,116,4,2020/2/8
2295,Hubei,24953,1218,699,2020/2/8
2296,Hunan,803,156,1,2020/2/8
2297,Liaoning,105,8,0,2020/2/8
2298,Guangdong,1095,112,1,2020/2/8
2299,Shandong,416,44,0,2020/2/8
2300,Hebei,195,30,1,2020/2/8
2301,Chongqing,428,39,2,2020/2/8
2302,Zhejiang,1048,175,0,2020/2/8
2303,Hainan,124,14,2,2020/2/8
2304,Jiangsu,439,51,0,2020/2/8
2305,Shaanxi,195,20,0,2020/2/8
2306,Ningxia,45,15,0,2020/2/8
2307,Yunnan,138,17,0,2020/2/8
2308,Heilongjiang,295,13,5,2020/2/8
2309,Tianjin,88,4,1,2020/2/8
2310,Fujian,239,24,0,2020/2/8
2311,Anhui,733,59,0,2020/2/8
2312,Shanxi,104,20,0,2020/2/8
2313,Guizhou,89,7,1,2020/2/8
2314,Shanghai,286,41,1,2020/2/8
2315,Taiwan,17,1,0,2020/2/8
2316,Guangxi,183,17,0,2020/2/8
2317,Neimenggu,52,5,0,2020/2/8
2318,Xinjiang,42,0,0,2020/2/8
2319,Beijing,315,34,2,2020/2/8
2320,Jiangxi,698,55,0,2020/2/8
2321,Jilin,69,4,1,2020/2/8
2322,Hong Kong,26,0,1,2020/2/8
2323,Liaoning,99,7,0,2020/2/7
2324,Hubei,22112,867,618,2020/2/7
2325,Jiangsu,408,43,0,2020/2/7
2326,Henan,914,86,3,2020/2/7
2327,Fujian,224,20,0,2020/2/7
2328,Hainan,117,10,2,2020/2/7
2329,Shanxi,96,15,0,2020/2/7
2330,Chongqing,415,31,2,2020/2/7
2331,Hebei,172,22,1,2020/2/7
2332,Hong Kong,25,0,1,2020/2/7
2333,Hunan,772,112,0,2020/2/7
2334,Zhejiang,1006,123,0,2020/2/7
2335,Shandong,386,37,0,2020/2/7
2336,Neimenggu,50,5,0,2020/2/7
2337,Ningxia,43,5,0,2020/2/7
2338,Guizhou,81,6,1,2020/2/7
2339,Guangdong,1034,88,1,2020/2/7
2340,Yunnan,136,13,0,2020/2/7
2341,Sichuan,344,42,1,2020/2/7
2342,Shaanxi,184,17,0,2020/2/7
2343,Heilongjiang,277,12,3,2020/2/7
2344,Shanghai,277,30,1,2020/2/7
2345,Tianjin,81,2,1,2020/2/7
2346,Anhui,665,47,0,2020/2/7
2347,Xinjiang,39,0,0,2020/2/7
2348,Beijing,297,33,1,2020/2/7
2349,Gansu,67,9,0,2020/2/7
2350,Guangxi,172,17,0,2020/2/7
2351,Jiangxi,661,45,0,2020/2/7
2352,Jilin,65,4,1,2020/2/7
2353,Taiwan,16,1,0,2020/2/6
2354,Hong Kong,24,0,1,2020/2/6
2355,Liaoning,94,5,0,2020/2/6
2356,Macao,10,1,0,2020/2/6
2357,Jilin,59,4,0,2020/2/6
2358,Shanxi,90,12,0,2020/2/6
2359,Hebei,157,13,1,2020/2/6
2360,Shaanxi,173,9,0,2020/2/6
2361,Chongqing,400,24,2,2020/2/6
2362,Anhui,591,34,0,2020/2/6
2363,Hunan,711,81,0,2020/2/6
2364,Guangdong,970,69,0,2020/2/6
2365,Hubei,19665,712,549,2020/2/6
2366,Henan,851,56,2,2020/2/6
2367,Hainan,106,8,1,2020/2/6
2368,Fujian,215,14,0,2020/2/6
2369,Zhejiang,954,94,0,2020/2/6
2370,Guizhou,71,6,1,2020/2/6
2371,Yunnan,133,7,0,2020/2/6
2372,Heilongjiang,227,8,3,2020/2/6
2373,Sichuan,321,31,1,2020/2/6
2374,Jiangsu,373,34,0,2020/2/6
2375,Shandong,347,27,0,2020/2/6
2376,Xinjiang,36,0,0,2020/2/6
2377,Shanghai,257,25,1,2020/2/6
2378,Tianjin,78,2,1,2020/2/6
2379,Beijing,274,31,1,2020/2/6
2380,Guangxi,168,14,0,2020/2/6
2381,Jiangxi,600,37,0,2020/2/6
2382,Neimenggu,46,4,0,2020/2/6
2383,Qinghai,18,3,0,2020/2/6
2384,Ningxia,40,1,0,2020/2/6
2385,Gansu,62,6,0,2020/2/6
2386,Hubei,16678,536,479,2020/2/5
2387,Liaoning,89,4,0,2020/2/5
2388,Shanxi,81,5,0,2020/2/5
2389,Henan,764,47,2,2020/2/5
2390,Hunan,661,54,0,2020/2/5
2391,Gansu,57,6,0,2020/2/5
2392,Zhejiang,895,78,0,2020/2/5
2393,Anhui,530,23,0,2020/2/5
2394,Guangdong,895,49,0,2020/2/5
2395,Hong Kong,21,0,1,2020/2/5
2396,Jiangsu,341,23,0,2020/2/5
2397,Guizhou,64,9,1,2020/2/5
2398,Fujian,205,11,0,2020/2/5
2399,Heilongjiang,190,7,2,2020/2/5
2400,Guangxi,150,13,0,2020/2/5
2401,Hebei,135,6,1,2020/2/5
2402,Hainan,91,5,1,2020/2/5
2403,Jilin,54,2,0,2020/2/5
2404,Shandong,307,15,0,2020/2/5
2405,Sichuan,301,24,1,2020/2/5
2406,Chongqing,376,15,2,2020/2/5
2407,Neimenggu,42,3,0,2020/2/5
2408,Shaanxi,165,6,0,2020/2/5
2409,Yunnan,124,5,0,2020/2/5
2410,Shanghai,243,15,1,2020/2/5
2411,Beijing,253,24,1,2020/2/5
2412,Tianjin,69,2,1,2020/2/5
2413,Qinghai,17,3,0,2020/2/5
2414,Xinjiang,32,0,0,2020/2/5
2415,Jiangxi,548,27,0,2020/2/5
2416,Gansu,57,4,0,2020/2/4
2417,Taiwan,11,0,0,2020/2/4
2418,Jiangxi,476,20,0,2020/2/4
2419,Henan,675,27,2,2020/2/4
2420,Liaoning,81,2,0,2020/2/4
2421,Hunan,593,31,0,2020/2/4
2422,Sichuan,282,14,1,2020/2/4
2423,Tianjin,67,2,0,2020/2/4
2424,Guangdong,813,30,0,2020/2/4
2425,Zhejiang,829,62,0,2020/2/4
2426,Shanxi,74,4,0,2020/2/4
2427,Shaanxi,142,2,0,2020/2/4
2428,Shanghai,219,12,1,2020/2/4
2429,Xinjiang,29,0,0,2020/2/4
2430,Fujian,194,3,0,2020/2/4
2431,Shandong,275,11,0,2020/2/4
2432,Jiangsu,308,12,0,2020/2/4
2433,Hainan,80,5,1,2020/2/4
2434,Guizhou,58,2,0,2020/2/4
2435,Hubei,13522,397,414,2020/2/4
2436,Hong Kong,17,0,1,2020/2/4
2437,Hebei,126,4,1,2020/2/4
2438,Beijing,228,23,1,2020/2/4
2439,Chongqing,344,9,2,2020/2/4
2440,Xizang,1,0,0,2020/2/4
2441,Heilongjiang,155,4,2,2020/2/4
2442,Yunnan,119,5,0,2020/2/4
2443,Guangxi,139,10,0,2020/2/4
2444,Anhui,480,20,0,2020/2/4
2445,Macao,10,0,0,2020/2/4
2446,Jilin,42,1,0,2020/2/4
2447,Neimenggu,35,1,0,2020/2/4
2448,Ningxia,34,1,0,2020/2/4
2449,Qinghai,15,0,0,2020/2/4
2450,Anhui,408,14,0,2020/2/3
2451,Henan,566,16,2,2020/2/3
2452,Shandong,259,7,0,2020/2/3
2453,Hainan,72,4,1,2020/2/3
2454,Liaoning,74,1,0,2020/2/3
2455,Tianjin,60,1,0,2020/2/3
2456,Hubei,11177,300,350,2020/2/3
2457,Zhejiang,724,43,0,2020/2/3
2458,Guangdong,725,21,0,2020/2/3
2459,Yunnan,114,5,0,2020/2/3
2460,Guangxi,127,7,0,2020/2/3
2461,Fujian,179,1,0,2020/2/3
2462,Sichuan,254,14,1,2020/2/3
2463,Jiangsu,271,8,0,2020/2/3
2464,Hunan,521,22,0,2020/2/3
2465,Beijing,212,12,1,2020/2/3
2466,Ningxia,31,1,0,2020/2/3
2467,Chongqing,312,8,2,2020/2/3
2468,Shanghai,203,10,1,2020/2/3
2469,Heilongjiang,121,2,2,2020/2/3
2470,Xinjiang,24,0,0,2020/2/3
2471,Shanxi,66,2,0,2020/2/3
2472,Qinghai,13,0,0,2020/2/3
2473,Neimenggu,34,1,0,2020/2/3
2474,Shaanxi,128,0,0,2020/2/3
2475,Jiangxi,391,18,0,2020/2/3
2476,Hebei,113,3,1,2020/2/3
2477,Gansu,51,3,0,2020/2/3
2478,Guizhou,46,2,0,2020/2/3
2479,Jilin,31,1,0,2020/2/3
2480,Hong Kong,15,0,0,2020/2/3
2481,Hainan,64,4,1,2020/2/2
2482,Henan,493,10,2,2020/2/2
2483,Gansu,40,3,0,2020/2/2
2484,Liaoning,70,1,0,2020/2/2
2485,Jiangxi,333,12,0,2020/2/2
2486,Sichuan,231,11,1,2020/2/2
2487,Anhui,340,7,0,2020/2/2
2488,Hunan,463,16,0,2020/2/2
2489,Zhejiang,661,32,0,2020/2/2
2490,Guangdong,632,15,0,2020/2/2
2491,Hubei,9074,267,294,2020/2/2
2492,Jiangsu,236,7,0,2020/2/2
2493,Tianjin,48,1,0,2020/2/2
2494,Yunnan,105,3,0,2020/2/2
2495,Shanxi,56,2,0,2020/2/2
2496,Shandong,230,6,0,2020/2/2
2497,Beijing,191,9,1,2020/2/2
2498,Chongqing,275,7,1,2020/2/2
2499,Qinghai,11,0,0,2020/2/2
2500,Xizang,1,0,0,2020/2/2
2501,Shanghai,182,10,1,2020/2/2
2502,Macao,8,0,0,2020/2/2
2503,Fujian,159,0,0,2020/2/2
2504,Neimenggu,27,1,0,2020/2/2
2505,Shaanxi,116,0,0,2020/2/2
2506,Heilongjiang,95,2,2,2020/2/2
2507,Hebei,104,3,1,2020/2/2
2508,Jilin,23,1,0,2020/2/2
2509,Ningxia,28,0,0,2020/2/2
2510,Hong Kong,14,0,0,2020/2/2
